======================================================================
CONTEO DE FRECUENCIA DE PALABRAS
======================================================================
Total de palabras: 5000
Palabras únicas: 3750
======================================================================
PALABRA                        FRECUENCIA      PORCENTAJE     
jewellery                      1                 0.02%
jm                             1                 0.02%
joe                            1                 0.02%
johns                          1                 0.02%
johnson                        1                 0.02%
joining                        1                 0.02%
joint                          1                 0.02%
jones                          1                 0.02%
josh                           1                 0.02%
joshua                         1                 0.02%
journalism                     1                 0.02%
joy                            1                 0.02%
joyce                          1                 0.02%
jpeg                           1                 0.02%
jpg                            1                 0.02%
judges                         1                 0.02%
judgment                       1                 0.02%
juice                          1                 0.02%
july                           1                 0.02%
jumping                        1                 0.02%
junction                       1                 0.02%
junk                           1                 0.02%
jurisdiction                   1                 0.02%
jury                           1                 0.02%
ka                             1                 0.02%
karma                          1                 0.02%
katie                          1                 0.02%
kazakhstan                     1                 0.02%
keeps                          1                 0.02%
kelly                          1                 0.02%
kenya                          1                 0.02%
kernel                         1                 0.02%
kerry                          1                 0.02%
keywords                       1                 0.02%
kick                           1                 0.02%
kids                           1                 0.02%
kijiji                         1                 0.02%
kill                           1                 0.02%
killing                        1                 0.02%
kiss                           1                 0.02%
kits                           1                 0.02%
knee                           1                 0.02%
knights                        1                 0.02%
knives                         1                 0.02%
knowledgestorm                 1                 0.02%
ko                             1                 0.02%
ks                             1                 0.02%
kw                             1                 0.02%
l                              1                 0.02%
labour                         1                 0.02%
labs                           1                 0.02%
laden                          1                 0.02%
lafayette                      1                 0.02%
lakes                          1                 0.02%
lambda                         1                 0.02%
lamp                           1                 0.02%
lancaster                      1                 0.02%
lance                          1                 0.02%
language                       1                 0.02%
lap                            1                 0.02%
laptops                        1                 0.02%
largely                        1                 0.02%
larger                         1                 0.02%
largest                        1                 0.02%
last                           1                 0.02%
later                          1                 0.02%
latest                         1                 0.02%
latex                          1                 0.02%
latin                          1                 0.02%
latino                         1                 0.02%
latvia                         1                 0.02%
lauderdale                     1                 0.02%
laughing                       1                 0.02%
launched                       1                 0.02%
launches                       1                 0.02%
laura                          1                 0.02%
lauren                         1                 0.02%
law                            1                 0.02%
lawrence                       1                 0.02%
layers                         1                 0.02%
lazy                           1                 0.02%
lc                             1                 0.02%
leader                         1                 0.02%
leading                        1                 0.02%
lean                           1                 0.02%
leather                        1                 0.02%
lebanon                        1                 0.02%
leeds                          1                 0.02%
left                           1                 0.02%
legend                         1                 0.02%
legends                        1                 0.02%
legislation                    1                 0.02%
legislature                    1                 0.02%
lender                         1                 0.02%
lending                        1                 0.02%
lens                           1                 0.02%
lenses                         1                 0.02%
lesbians                       1                 0.02%
leslie                         1                 0.02%
lessons                        1                 0.02%
let                            1                 0.02%
letter                         1                 0.02%
letters                        1                 0.02%
letting                        1                 0.02%
levels                         1                 0.02%
levitra                        1                 0.02%
lexus                          1                 0.02%
liabilities                    1                 0.02%
liability                      1                 0.02%
liberty                        1                 0.02%
libraries                      1                 0.02%
library                        1                 0.02%
licence                        1                 0.02%
licensed                       1                 0.02%
licenses                       1                 0.02%
lie                            1                 0.02%
liechtenstein                  1                 0.02%
lifestyle                      1                 0.02%
lighting                       1                 0.02%
like                           1                 0.02%
likelihood                     1                 0.02%
likes                          1                 0.02%
lime                           1                 0.02%
limit                          1                 0.02%
limited                        1                 0.02%
limousines                     1                 0.02%
lincoln                        1                 0.02%
lined                          1                 0.02%
linking                        1                 0.02%
linux                          1                 0.02%
lion                           1                 0.02%
lip                            1                 0.02%
lips                           1                 0.02%
liquid                         1                 0.02%
lisa                           1                 0.02%
list                           1                 0.02%
listprice                      1                 0.02%
lite                           1                 0.02%
literacy                       1                 0.02%
literature                     1                 0.02%
lithuania                      1                 0.02%
litigation                     1                 0.02%
live                           1                 0.02%
livecam                        1                 0.02%
lived                          1                 0.02%
liverpool                      1                 0.02%
lives                          1                 0.02%
livestock                      1                 0.02%
living                         1                 0.02%
liz                            1                 0.02%
lloyd                          1                 0.02%
lm                             1                 0.02%
ln                             1                 0.02%
loads                          1                 0.02%
loans                          1                 0.02%
lobby                          1                 0.02%
local                          1                 0.02%
locale                         1                 0.02%
location                       1                 0.02%
locations                      1                 0.02%
locked                         1                 0.02%
locks                          1                 0.02%
logistics                      1                 0.02%
lone                           1                 0.02%
longer                         1                 0.02%
longitude                      1                 0.02%
looking                        1                 0.02%
looks                          1                 0.02%
looksmart                      1                 0.02%
lookup                         1                 0.02%
loops                          1                 0.02%
loose                          1                 0.02%
los                            1                 0.02%
losing                         1                 0.02%
losses                         1                 0.02%
lou                            1                 0.02%
louis                          1                 0.02%
louise                         1                 0.02%
low                            1                 0.02%
lower                          1                 0.02%
lp                             1                 0.02%
ls                             1                 0.02%
ltd                            1                 0.02%
lucia                          1                 0.02%
lucy                           1                 0.02%
luggage                        1                 0.02%
lung                           1                 0.02%
luther                         1                 0.02%
lynn                           1                 0.02%
macro                          1                 0.02%
mad                            1                 0.02%
madagascar                     1                 0.02%
made                           1                 0.02%
madrid                         1                 0.02%
mae                            1                 0.02%
magical                        1                 0.02%
magnitude                      1                 0.02%
mailed                         1                 0.02%
mainly                         1                 0.02%
mainstream                     1                 0.02%
maintains                      1                 0.02%
majority                       1                 0.02%
make                           1                 0.02%
making                         1                 0.02%
malawi                         1                 0.02%
malaysia                       1                 0.02%
mali                           1                 0.02%
mall                           1                 0.02%
malpractice                    1                 0.02%
mambo                          1                 0.02%
man                            1                 0.02%
management                     1                 0.02%
manager                        1                 0.02%
manchester                     1                 0.02%
mandatory                      1                 0.02%
manhattan                      1                 0.02%
manitoba                       1                 0.02%
manner                         1                 0.02%
manor                          1                 0.02%
manuals                        1                 0.02%
manufacturers                  1                 0.02%
maps                           1                 0.02%
mar                            1                 0.02%
marble                         1                 0.02%
march                          1                 0.02%
marco                          1                 0.02%
marcus                         1                 0.02%
maria                          1                 0.02%
mariah                         1                 0.02%
marie                          1                 0.02%
marilyn                        1                 0.02%
marina                         1                 0.02%
mario                          1                 0.02%
marked                         1                 0.02%
markers                        1                 0.02%
marketing                      1                 0.02%
marketplace                    1                 0.02%
markets                        1                 0.02%
marks                          1                 0.02%
married                        1                 0.02%
marriott                       1                 0.02%
mart                           1                 0.02%
marvel                         1                 0.02%
mary                           1                 0.02%
mason                          1                 0.02%
master                         1                 0.02%
masturbating                   1                 0.02%
mathematics                    1                 0.02%
mattress                       1                 0.02%
mauritius                      1                 0.02%
maximum                        1                 0.02%
mayor                          1                 0.02%
mazda                          1                 0.02%
mc                             1                 0.02%
md                             1                 0.02%
me                             1                 0.02%
mean                           1                 0.02%
means                          1                 0.02%
meanwhile                      1                 0.02%
measure                        1                 0.02%
measured                       1                 0.02%
measurement                    1                 0.02%
mechanical                     1                 0.02%
mechanics                      1                 0.02%
med                            1                 0.02%
medal                          1                 0.02%
medication                     1                 0.02%
meet                           1                 0.02%
meets                          1                 0.02%
meetup                         1                 0.02%
mega                           1                 0.02%
mel                            1                 0.02%
members                        1                 0.02%
memo                           1                 0.02%
memory                         1                 0.02%
memphis                        1                 0.02%
mens                           1                 0.02%
ment                           1                 0.02%
merit                          1                 0.02%
metabolism                     1                 0.02%
metadata                       1                 0.02%
meter                          1                 0.02%
method                         1                 0.02%
methods                        1                 0.02%
metro                          1                 0.02%
metropolitan                   1                 0.02%
mexican                        1                 0.02%
mice                           1                 0.02%
michael                        1                 0.02%
michel                         1                 0.02%
micro                          1                 0.02%
microsoft                      1                 0.02%
middle                         1                 0.02%
mike                           1                 0.02%
milan                          1                 0.02%
mild                           1                 0.02%
mileage                        1                 0.02%
miles                          1                 0.02%
milk                           1                 0.02%
mill                           1                 0.02%
miller                         1                 0.02%
million                        1                 0.02%
milton                         1                 0.02%
milwaukee                      1                 0.02%
min                            1                 0.02%
minds                          1                 0.02%
mineral                        1                 0.02%
mini                           1                 0.02%
miniature                      1                 0.02%
minister                       1                 0.02%
minneapolis                    1                 0.02%
minolta                        1                 0.02%
minor                          1                 0.02%
mins                           1                 0.02%
mint                           1                 0.02%
minute                         1                 0.02%
minutes                        1                 0.02%
mirrors                        1                 0.02%
misc                           1                 0.02%
mississippi                    1                 0.02%
mistakes                       1                 0.02%
mix                            1                 0.02%
mixed                          1                 0.02%
mlb                            1                 0.02%
mo                             1                 0.02%
mobiles                        1                 0.02%
mobility                       1                 0.02%
mod                            1                 0.02%
modeling                       1                 0.02%
modems                         1                 0.02%
moderate                       1                 0.02%
modes                          1                 0.02%
modifications                  1                 0.02%
mods                           1                 0.02%
module                         1                 0.02%
mold                           1                 0.02%
molecular                      1                 0.02%
molecules                      1                 0.02%
moments                        1                 0.02%
monday                         1                 0.02%
monica                         1                 0.02%
monitor                        1                 0.02%
monkey                         1                 0.02%
monster                        1                 0.02%
montana                        1                 0.02%
monte                          1                 0.02%
monthly                        1                 0.02%
months                         1                 0.02%
moore                          1                 0.02%
mortgages                      1                 0.02%
moses                          1                 0.02%
moss                           1                 0.02%
most                           1                 0.02%
motels                         1                 0.02%
mother                         1                 0.02%
motorcycle                     1                 0.02%
motors                         1                 0.02%
mounted                        1                 0.02%
move                           1                 0.02%
moved                          1                 0.02%
movement                       1                 0.02%
movements                      1                 0.02%
movers                         1                 0.02%
moves                          1                 0.02%
mozilla                        1                 0.02%
mp                             1                 0.02%
mpeg                           1                 0.02%
mph                            1                 0.02%
msgid                          1                 0.02%
msn                            1                 0.02%
mt                             1                 0.02%
mtv                            1                 0.02%
much                           1                 0.02%
mug                            1                 0.02%
multi                          1                 0.02%
multimedia                     1                 0.02%
multiple                       1                 0.02%
murphy                         1                 0.02%
muscle                         1                 0.02%
museums                        1                 0.02%
musicians                      1                 0.02%
mustang                        1                 0.02%
mv                             1                 0.02%
mw                             1                 0.02%
my                             1                 0.02%
myers                          1                 0.02%
myself                         1                 0.02%
na                             1                 0.02%
nail                           1                 0.02%
naked                          1                 0.02%
nam                            1                 0.02%
named                          1                 0.02%
nano                           1                 0.02%
naples                         1                 0.02%
narrative                      1                 0.02%
narrow                         1                 0.02%
nasa                           1                 0.02%
nashville                      1                 0.02%
nathan                         1                 0.02%
nation                         1                 0.02%
native                         1                 0.02%
naturally                      1                 0.02%
nature                         1                 0.02%
ncaa                           1                 0.02%
ne                             1                 0.02%
near                           1                 0.02%
nearest                        1                 0.02%
neck                           1                 0.02%
need                           1                 0.02%
negative                       1                 0.02%
negotiations                   1                 0.02%
neighbor                       1                 0.02%
neighborhood                   1                 0.02%
neighbors                      1                 0.02%
neither                        1                 0.02%
neo                            1                 0.02%
nepal                          1                 0.02%
nerve                          1                 0.02%
nest                           1                 0.02%
net                            1                 0.02%
networking                     1                 0.02%
networks                       1                 0.02%
nevertheless                   1                 0.02%
newark                         1                 0.02%
newest                         1                 0.02%
newport                        1                 0.02%
news                           1                 0.02%
next                           1                 0.02%
nextel                         1                 0.02%
nfl                            1                 0.02%
nh                             1                 0.02%
nhs                            1                 0.02%
nicaragua                      1                 0.02%
nickname                       1                 0.02%
nicole                         1                 0.02%
nigeria                        1                 0.02%
nightlife                      1                 0.02%
nights                         1                 0.02%
nikon                          1                 0.02%
nipple                         1                 0.02%
nirvana                        1                 0.02%
nn                             1                 0.02%
no                             1                 0.02%
noble                          1                 0.02%
node                           1                 0.02%
nodes                          1                 0.02%
noise                          1                 0.02%
nomination                     1                 0.02%
nor                            1                 0.02%
norfolk                        1                 0.02%
norm                           1                 0.02%
normal                         1                 0.02%
normally                       1                 0.02%
norman                         1                 0.02%
nose                           1                 0.02%
notebooks                      1                 0.02%
notifications                  1                 0.02%
notified                       1                 0.02%
nottingham                     1                 0.02%
nov                            1                 0.02%
novels                         1                 0.02%
now                            1                 0.02%
np                             1                 0.02%
nr                             1                 0.02%
nsw                            1                 0.02%
nude                           1                 0.02%
nudity                         1                 0.02%
nurse                          1                 0.02%
nutrition                      1                 0.02%
nutten                         1                 0.02%
ny                             1                 0.02%
o                              1                 0.02%
oak                            1                 0.02%
oasis                          1                 0.02%
obesity                        1                 0.02%
obj                            1                 0.02%
objectives                     1                 0.02%
objects                        1                 0.02%
observer                       1                 0.02%
obtain                         1                 0.02%
obviously                      1                 0.02%
oc                             1                 0.02%
occasional                     1                 0.02%
occasions                      1                 0.02%
occupation                     1                 0.02%
occupied                       1                 0.02%
occurred                       1                 0.02%
occurs                         1                 0.02%
oe                             1                 0.02%
off                            1                 0.02%
offense                        1                 0.02%
offensive                      1                 0.02%
offering                       1                 0.02%
offerings                      1                 0.02%
officer                        1                 0.02%
officially                     1                 0.02%
offshore                       1                 0.02%
oklahoma                       1                 0.02%
old                            1                 0.02%
older                          1                 0.02%
oliver                         1                 0.02%
olympic                        1                 0.02%
olympus                        1                 0.02%
omaha                          1                 0.02%
omissions                      1                 0.02%
on                             1                 0.02%
ongoing                        1                 0.02%
online                         1                 0.02%
only                           1                 0.02%
ons                            1                 0.02%
ontario                        1                 0.02%
ooo                            1                 0.02%
oops                           1                 0.02%
op                             1                 0.02%
open                           1                 0.02%
opening                        1                 0.02%
openings                       1                 0.02%
operate                        1                 0.02%
operated                       1                 0.02%
operation                      1                 0.02%
operator                       1                 0.02%
opinions                       1                 0.02%
opponent                       1                 0.02%
opportunities                  1                 0.02%
opposed                        1                 0.02%
opposition                     1                 0.02%
optimum                        1                 0.02%
optional                       1                 0.02%
or                             1                 0.02%
oracle                         1                 0.02%
ordering                       1                 0.02%
ordinance                      1                 0.02%
organize                       1                 0.02%
organized                      1                 0.02%
organizer                      1                 0.02%
orgasm                         1                 0.02%
oriental                       1                 0.02%
oriented                       1                 0.02%
otherwise                      1                 0.02%
ottawa                         1                 0.02%
ou                             1                 0.02%
ourselves                      1                 0.02%
outcome                        1                 0.02%
outcomes                       1                 0.02%
outdoor                        1                 0.02%
outlet                         1                 0.02%
output                         1                 0.02%
outputs                        1                 0.02%
outreach                       1                 0.02%
oval                           1                 0.02%
over                           1                 0.02%
overseas                       1                 0.02%
own                            1                 0.02%
owner                          1                 0.02%
ownership                      1                 0.02%
oxygen                         1                 0.02%
oz                             1                 0.02%
pac                            1                 0.02%
pace                           1                 0.02%
package                        1                 0.02%
packaging                      1                 0.02%
packard                        1                 0.02%
packets                        1                 0.02%
painful                        1                 0.02%
pakistan                       1                 0.02%
palestine                      1                 0.02%
palestinian                    1                 0.02%
palm                           1                 0.02%
palmer                         1                 0.02%
pamela                         1                 0.02%
pan                            1                 0.02%
panasonic                      1                 0.02%
panels                         1                 0.02%
panic                          1                 0.02%
panties                        1                 0.02%
pantyhose                      1                 0.02%
parent                         1                 0.02%
parenting                      1                 0.02%
parking                        1                 0.02%
parliamentary                  1                 0.02%
part                           1                 0.02%
participant                    1                 0.02%
participate                    1                 0.02%
participating                  1                 0.02%
participation                  1                 0.02%
particle                       1                 0.02%
particles                      1                 0.02%
partners                       1                 0.02%
partnerships                   1                 0.02%
parts                          1                 0.02%
pas                            1                 0.02%
passage                        1                 0.02%
passed                         1                 0.02%
passenger                      1                 0.02%
passes                         1                 0.02%
passing                        1                 0.02%
password                       1                 0.02%
pasta                          1                 0.02%
paste                          1                 0.02%
path                           1                 0.02%
pathology                      1                 0.02%
paths                          1                 0.02%
patient                        1                 0.02%
patricia                       1                 0.02%
pattern                        1                 0.02%
payday                         1                 0.02%
paying                         1                 0.02%
payment                        1                 0.02%
paypal                         1                 0.02%
pc                             1                 0.02%
pct                            1                 0.02%
pdas                           1                 0.02%
pdt                            1                 0.02%
pe                             1                 0.02%
peace                          1                 0.02%
peak                           1                 0.02%
pee                            1                 0.02%
peeing                         1                 0.02%
peers                          1                 0.02%
penguin                        1                 0.02%
peninsula                      1                 0.02%
penn                           1                 0.02%
penny                          1                 0.02%
pens                           1                 0.02%
people                         1                 0.02%
peoples                        1                 0.02%
per                            1                 0.02%
perceived                      1                 0.02%
percentage                     1                 0.02%
perception                     1                 0.02%
perform                        1                 0.02%
performed                      1                 0.02%
performer                      1                 0.02%
performing                     1                 0.02%
perfume                        1                 0.02%
periods                        1                 0.02%
peripheral                     1                 0.02%
permalink                      1                 0.02%
personal                       1                 0.02%
personalized                   1                 0.02%
personals                      1                 0.02%
pet                            1                 0.02%
petite                         1                 0.02%
pf                             1                 0.02%
pg                             1                 0.02%
pharmaceuticals                1                 0.02%
phd                            1                 0.02%
phi                            1                 0.02%
philadelphia                   1                 0.02%
philips                        1                 0.02%
philosophy                     1                 0.02%
photographer                   1                 0.02%
photographic                   1                 0.02%
phpbb                          1                 0.02%
phrase                         1                 0.02%
physician                      1                 0.02%
physicians                     1                 0.02%
physics                        1                 0.02%
pieces                         1                 0.02%
pierce                         1                 0.02%
pillow                         1                 0.02%
pins                           1                 0.02%
pipe                           1                 0.02%
pipeline                       1                 0.02%
pirates                        1                 0.02%
pix                            1                 0.02%
pizza                          1                 0.02%
pl                             1                 0.02%
places                         1                 0.02%
plains                         1                 0.02%
plan                           1                 0.02%
planner                        1                 0.02%
planning                       1                 0.02%
plasma                         1                 0.02%
plastic                        1                 0.02%
plastics                       1                 0.02%
plates                         1                 0.02%
platform                       1                 0.02%
platforms                      1                 0.02%
play                           1                 0.02%
playboy                        1                 0.02%
players                        1                 0.02%
playing                        1                 0.02%
plaza                          1                 0.02%
please                         1                 0.02%
plots                          1                 0.02%
plugin                         1                 0.02%
plymouth                       1                 0.02%
pockets                        1                 0.02%
pod                            1                 0.02%
podcast                        1                 0.02%
poetry                         1                 0.02%
point                          1                 0.02%
pointed                        1                 0.02%
pokemon                        1                 0.02%
poland                         1                 0.02%
pole                           1                 0.02%
policy                         1                 0.02%
polished                       1                 0.02%
politicians                    1                 0.02%
poll                           1                 0.02%
polls                          1                 0.02%
pollution                      1                 0.02%
polymer                        1                 0.02%
polyphonic                     1                 0.02%
pond                           1                 0.02%
pontiac                        1                 0.02%
pop                            1                 0.02%
pope                           1                 0.02%
popular                        1                 0.02%
populations                    1                 0.02%
por                            1                 0.02%
port                           1                 0.02%
portions                       1                 0.02%
portland                       1                 0.02%
portuguese                     1                 0.02%
pos                            1                 0.02%
pose                           1                 0.02%
positions                      1                 0.02%
positive                       1                 0.02%
possess                        1                 0.02%
postage                        1                 0.02%
postal                         1                 0.02%
postcard                       1                 0.02%
posted                         1                 0.02%
poster                         1                 0.02%
postings                       1                 0.02%
postposted                     1                 0.02%
potatoes                       1                 0.02%
potter                         1                 0.02%
pound                          1                 0.02%
pounds                         1                 0.02%
powder                         1                 0.02%
powell                         1                 0.02%
powered                        1                 0.02%
powerful                       1                 0.02%
powerseller                    1                 0.02%
practical                      1                 0.02%
practice                       1                 0.02%
practitioners                  1                 0.02%
prayers                        1                 0.02%
preceding                      1                 0.02%
precise                        1                 0.02%
precision                      1                 0.02%
predict                        1                 0.02%
predicted                      1                 0.02%
predictions                    1                 0.02%
preference                     1                 0.02%
preferred                      1                 0.02%
prefers                        1                 0.02%
prefix                         1                 0.02%
premier                        1                 0.02%
premises                       1                 0.02%
preparing                      1                 0.02%
prerequisite                   1                 0.02%
prescription                   1                 0.02%
presidential                   1                 0.02%
pressing                       1                 0.02%
pressure                       1                 0.02%
preston                        1                 0.02%
preventing                     1                 0.02%
preview                        1                 0.02%
previews                       1                 0.02%
previous                       1                 0.02%
previously                     1                 0.02%
price                          1                 0.02%
priest                         1                 0.02%
primary                        1                 0.02%
principal                      1                 0.02%
principle                      1                 0.02%
principles                     1                 0.02%
printable                      1                 0.02%
printer                        1                 0.02%
printing                       1                 0.02%
prints                         1                 0.02%
priorities                     1                 0.02%
prison                         1                 0.02%
prisoners                      1                 0.02%
privileges                     1                 0.02%
prix                           1                 0.02%
problem                        1                 0.02%
problems                       1                 0.02%
proc                           1                 0.02%
procedure                      1                 0.02%
proceed                        1                 0.02%
proceedings                    1                 0.02%
proceeds                       1                 0.02%
processed                      1                 0.02%
processing                     1                 0.02%
processors                     1                 0.02%
produce                        1                 0.02%
produced                       1                 0.02%
producers                      1                 0.02%
productivity                   1                 0.02%
professional                   1                 0.02%
profiles                       1                 0.02%
programmes                     1                 0.02%
project                        1                 0.02%
projected                      1                 0.02%
projects                       1                 0.02%
prominent                      1                 0.02%
promise                        1                 0.02%
promised                       1                 0.02%
promote                        1                 0.02%
promoted                       1                 0.02%
promotions                     1                 0.02%
prompt                         1                 0.02%
promptly                       1                 0.02%
proof                          1                 0.02%
propecia                       1                 0.02%
proper                         1                 0.02%
prophet                        1                 0.02%
proposal                       1                 0.02%
proposals                      1                 0.02%
proposition                    1                 0.02%
proprietary                    1                 0.02%
pros                           1                 0.02%
protect                        1                 0.02%
protected                      1                 0.02%
